id_pokedex,nombre,especie,generacion,tipo_1,tipo_2,numero_tipos,ps,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_estadisticas_base,altura_m,peso_kg,experiencia_base,habilidad_1,habilidad_2,habilidad_oculta,color,forma,habitat,ritmo_crecimiento,grupos_huevo,es_legendario,es_mitico,es_bebe,tasa_captura,felicidad_base,contador_eclosion,tasa_genero,descripcion,url_sprite,es_tipo_dual,imc,proporcion_ataque_defensa,total_fisico,total_especial,total_ofensivo,total_defensivo,distribucion_genero,nivel_estadisticas
290,Nincada,Pokémon Aprendiz,Generacion 3,bicho,tierra,2,31,45,90,30,30,40,266,0.5,5.5,53,Ojo Compuesto,,Fuga,gris,armadura,bosque,slow-then-very-fast,bicho,Falso,Falso,Falso,255,70,15,4,"Como se ha pasado casi toda la vida viviendo bajo tierra, no ve bien. Las antenas que tiene le ayudan a orientarse.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,Verdadero,22.0,0.5,135,60,115,151,50% Macho / 50% Hembra,Debil (<300)
291,Ninjask,Pokémon Ninja,Generacion 3,bicho,volador,2,61,90,45,50,50,160,456,0.8,12.0,160,Impulso,,Allanamiento,amarillo,alas_insecto,bosque,slow-then-very-fast,bicho,Falso,Falso,Falso,120,70,15,4,Escuchar su zumbido de forma continuada provoca jaquecas. Casi no se le ve de lo rápido que es.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,Verdadero,18.7,2.0,135,100,300,156,50% Macho / 50% Hembra,Promedio (400-499)
292,Shedinja,Pokémon Muda,Generacion 3,bicho,fantasma,2,1,90,45,30,30,40,236,0.8,1.2,83,Superguarda,,,marron,masa,bosque,slow-then-very-fast,mineral,Falso,Falso,Falso,45,70,15,-1,"Es el caparazón de un bicho que cobró vida. Si alguien lo mira por la espalda, le robará el alma.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,Verdadero,1.9,2.0,135,60,160,76,Sin genero,Debil (<300)
293,Whismur,Pokémon Susurro,Generacion 3,normal,,1,64,51,23,51,23,28,240,0.6,16.3,48,Insonorizar,,Cobardía,rosa,erguido,cueva,medio_lento,"monstruo, tierra",Falso,Falso,Falso,190,70,20,4,"Normalmente murmulla, pero cuando siente que hay peligro se pone a chillar. Solo para cuando se le cierran las orejas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,Falso,45.3,2.22,74,74,130,110,50% Macho / 50% Hembra,Debil (<300)
294,Loudred,Pokémon Chillón,Generacion 3,normal,,1,84,71,43,71,43,48,360,1.0,40.5,126,Insonorizar,,Intrépido,azul,erguido,cueva,medio_lento,"monstruo, tierra",Falso,Falso,Falso,120,70,20,4,"Aspira profundamente y luego, usando sus fuertes abdominales, suelta un potente vozarrón.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,Falso,40.5,1.65,114,114,190,170,50% Macho / 50% Hembra,Debajo del promedio (300-399)
295,Exploud,Pokémon Escandaloso,Generacion 3,normal,,1,104,91,63,91,73,68,490,1.5,84.0,221,Insonorizar,,Intrépido,azul,erguido,cueva,medio_lento,"monstruo, tierra",Falso,Falso,Falso,45,70,20,4,Su aullido se puede oír a 10 km. Emite todo tipo de sonidos desde los tubos de su cuerpo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,Falso,37.3,1.44,154,164,250,240,50% Macho / 50% Hembra,Promedio (400-499)
296,Makuhita,Pokémon Valiente,Generacion 3,lucha,,1,72,60,30,20,30,25,237,1.0,86.4,47,Sebo,Agallas,Potencia Bruta,amarillo,humanoide,montana,fast-then-very-slow,humanoide,Falso,Falso,Falso,180,70,20,2,Endurece su cuerpo golpeando grandes árboles sin perder jamás el ánimo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,Falso,86.4,2.0,90,50,105,132,75% Macho / 25% Hembra,Debil (<300)
297,Hariyama,Pokémon Empuje,Generacion 3,lucha,,1,144,120,60,40,60,50,474,2.3,253.8,166,Sebo,Agallas,Potencia Bruta,marron,humanoide,montana,fast-then-very-slow,humanoide,Falso,Falso,Falso,200,70,20,2,"Para aumentar su fuerza, da un pisotón en el suelo. Puede lanzar un camión de 10 toneladas por los aires de un puñetazo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,Falso,48.0,2.0,180,100,210,264,75% Macho / 25% Hembra,Promedio (400-499)
298,Azurill,Pokémon A Topos,Generacion 3,normal,hada,2,50,20,40,20,40,20,190,0.2,2.0,38,Sebo,Potencia,Herbívoro,azul,piernas,orilla_agua,rapido,sin_huevos,Falso,Falso,Verdadero,150,70,10,6,Vive cerca del agua. En la tierra se mueve muy rápido botando sobre su gran cola.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,Verdadero,50.0,0.5,60,60,60,130,25% Macho / 75% Hembra,Debil (<300)
299,Nosepass,Pokémon Brújula,Generacion 3,roca,,1,30,45,135,45,90,30,375,1.0,97.0,75,Robustez,Imán,Poder Arena,gris,humanoide,cueva,medio,mineral,Falso,Falso,Falso,255,70,20,4,Siempre apunta al norte con su nariz imantada. Con ella reviste su cuerpo de objetos metálicos para protegerse.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,Falso,97.0,0.33,180,135,120,255,50% Macho / 50% Hembra,Debajo del promedio (300-399)
300,Skitty,Pokémon Gatito,Generacion 3,normal,,1,50,45,45,35,35,50,260,0.6,11.0,52,Gran Encanto,Normalidad,Piel Milagro,rosa,cuadrupedo,bosque,rapido,"tierra, hada",Falso,Falso,Falso,255,70,15,6,No puede evitar ir tras las cosas que se mueven. Hasta corre en círculos persiguiéndose la cola.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,Falso,30.6,1.0,90,70,130,130,25% Macho / 75% Hembra,Debil (<300)
301,Delcatty,Pokémon Cursi,Generacion 3,normal,,1,70,65,65,55,55,90,400,1.1,32.6,140,Gran Encanto,Normalidad,Piel Milagro,morado,cuadrupedo,bosque,rapido,"tierra, hada",Falso,Falso,Falso,60,70,15,6,No soporta los lugares sucios. Le encanta acicalarse el pelaje cuando está a gusto en un sitio.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,Falso,26.9,1.0,130,110,210,190,25% Macho / 75% Hembra,Promedio (400-499)
302,Sableye,Pokémon Oscuridad,Generacion 3,siniestro,fantasma,2,50,75,75,65,65,50,380,0.5,11.0,133,Vista Lince,Rezagado,Bromista,morado,humanoide,cueva,medio_lento,humanoide,Falso,Falso,Falso,45,35,25,4,"Se oculta en cavernas oscuras. De tanto comer gemas, sus ojos son piedras preciosas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,Verdadero,44.0,1.0,150,130,190,190,50% Macho / 50% Hembra,Debajo del promedio (300-399)
303,Mawile,Pokémon Tramposo,Generacion 3,acero,hada,2,50,85,85,55,55,50,380,0.6,11.5,133,Corte Fuerte,Intimidación,Potencia Bruta,negro,humanoide,cueva,rapido,"tierra, hada",Falso,Falso,Falso,45,70,20,4,Engaña con su aspecto dócil; hace que el rival se confíe y le da un mordisco con sus enormes e implacables mandíbulas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,Verdadero,31.9,1.0,170,110,190,190,50% Macho / 50% Hembra,Debajo del promedio (300-399)
304,Aron,Pokémon Coraza Férrea,Generacion 3,acero,roca,2,50,70,100,40,40,30,330,0.4,60.0,66,Robustez,Cabeza Roca,Metal Pesado,gris,cuadrupedo,montana,lento,monstruo,Falso,Falso,Falso,180,35,35,4,"Suele vivir en lugares inaccesibles de las montañas, pero el hambre lo empuja a comer raíles y coches.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,Verdadero,375.0,0.7,170,80,140,190,50% Macho / 50% Hembra,Debajo del promedio (300-399)
305,Lairon,Pokémon Coraza Férrea,Generacion 3,acero,roca,2,60,90,140,50,50,40,430,0.9,120.0,151,Robustez,Cabeza Roca,Metal Pesado,gris,cuadrupedo,montana,lento,monstruo,Falso,Falso,Falso,90,35,35,4,Le encanta comer hierro. Lucha por su territorio embistiendo a sus rivales con su cuerpo de acero.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,Verdadero,148.1,0.64,230,100,180,250,50% Macho / 50% Hembra,Promedio (400-499)
306,Aggron,Pokémon Coraza Férrea,Generacion 3,acero,roca,2,70,110,180,60,60,50,530,2.1,360.0,239,Robustez,Cabeza Roca,Metal Pesado,gris,erguido,montana,lento,monstruo,Falso,Falso,Falso,45,35,35,4,"Hacen de toda una montaña su territorio. Cuantas más cicatrices tienen, más curtidos en disputas. ¡Mucha atención!",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,Verdadero,81.6,0.61,290,120,220,310,50% Macho / 50% Hembra,Fuerte (500-599)
307,Meditite,Pokémon Meditador,Generacion 3,lucha,psiquico,2,30,40,55,40,55,60,280,0.6,11.2,56,Energía Pura,,Telepatía,azul,humanoide,montana,medio,humanoide,Falso,Falso,Falso,180,70,20,4,"Se entrena en la profundidad de las montañas. Cuando aumenta su poder espiritual con meditación, levita.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,Verdadero,31.1,0.73,95,95,140,140,50% Macho / 50% Hembra,Debil (<300)
308,Medicham,Pokémon Meditador,Generacion 3,lucha,psiquico,2,60,60,75,60,75,80,410,1.3,31.5,144,Energía Pura,,Telepatía,rojo,humanoide,montana,medio,humanoide,Falso,Falso,Falso,90,70,20,4,"Evita los ataques moviéndose de forma elegante, como si bailara. Ataca dando un golpe devastador y moviéndose igual.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,Verdadero,18.6,0.8,135,135,200,210,50% Macho / 50% Hembra,Promedio (400-499)
309,Electrike,Pokémon Calambre,Generacion 3,electrico,,1,40,45,40,65,40,65,295,0.6,15.2,59,Elec. Estática,Pararrayos,Menos,verde,cuadrupedo,pradera,lento,tierra,Falso,Falso,Falso,120,70,20,4,Estimula sus músculos y aumenta sus reflejos con la electricidad que almacena su pelaje.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,Falso,42.2,1.12,85,105,175,120,50% Macho / 50% Hembra,Debil (<300)
310,Manectric,Pokémon Descarga,Generacion 3,electrico,,1,70,75,60,105,60,105,475,1.5,40.2,166,Elec. Estática,Pararrayos,Menos,amarillo,cuadrupedo,pradera,lento,tierra,Falso,Falso,Falso,45,70,20,4,No suele aparecer ante la gente. Dicen que suele colocar su nido donde caen los rayos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,Falso,17.9,1.25,135,165,285,190,50% Macho / 50% Hembra,Promedio (400-499)
311,Plusle,Pokémon Ánimo,Generacion 3,electrico,,1,60,50,40,85,75,95,405,0.4,4.2,142,Más,,Pararrayos,amarillo,erguido,pradera,medio,hada,Falso,Falso,Falso,200,70,20,4,Anima a sus compañeros con pompones de chispas. Roba energía de los postes telefónicos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,Falso,26.2,1.25,90,160,230,175,50% Macho / 50% Hembra,Promedio (400-499)
312,Minun,Pokémon Ánimo,Generacion 3,electrico,,1,60,40,50,75,85,95,405,0.4,4.2,142,Menos,,Absorbe Elec,amarillo,erguido,pradera,medio,hada,Falso,Falso,Falso,200,70,20,4,La electricidad de Minun y Plusle es buena para la circulación y para desentumecer músculos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,Falso,26.2,0.8,90,160,210,195,50% Macho / 50% Hembra,Promedio (400-499)
313,Volbeat,Pokémon Luciérnaga,Generacion 3,bicho,,1,65,73,75,47,85,85,430,0.7,17.7,151,Iluminación,Enjambre,Bromista,gris,erguido,bosque,slow-then-very-fast,"bicho, humanoide",Falso,Falso,Falso,150,70,15,0,Se comunica con otros iluminando su cola por la noche. Le encanta el suave aroma de Illumise.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,Falso,36.1,0.97,148,132,205,225,Siempre macho,Promedio (400-499)
314,Illumise,Pokémon Luciérnaga,Generacion 3,bicho,,1,65,47,75,73,85,85,430,0.6,17.7,151,Despiste,Cromolente,Bromista,morado,humanoide,bosque,fast-then-very-slow,"bicho, humanoide",Falso,Falso,Falso,150,70,15,8,Con su dulce aroma guía a grupos de Volbeat para que tracen hasta 200 dibujos distintos en el cielo nocturno.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,Falso,49.2,0.63,122,158,205,225,Siempre hembra,Promedio (400-499)
315,Roselia,Pokémon Espina,Generacion 3,planta,veneno,2,50,60,45,100,80,65,400,0.3,2.0,140,Cura Natural,Punto Tóxico,Defensa Hoja,verde,humanoide,pradera,medio_lento,"hada, planta",Falso,Falso,Falso,150,70,20,4,"Ataca con sus manos, en las que tiene un tipo de veneno diferente en cada una. Cuanto más aroma, mejor salud tiene.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,Verdadero,22.2,1.33,105,180,225,175,50% Macho / 50% Hembra,Promedio (400-499)
316,Gulpin,Pokémon Estómago,Generacion 3,veneno,,1,70,43,53,43,53,40,302,0.4,10.3,60,Lodo Líquido,Viscosidad,Gula,verde,brazos,pradera,fast-then-very-slow,indeterminado,Falso,Falso,Falso,225,70,20,4,Sus sesos y corazón son diminutos; es casi todo estómago. Sus jugos gástricos disuelven lo que sea.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,Falso,64.4,0.81,96,96,126,176,50% Macho / 50% Hembra,Debajo del promedio (300-399)
317,Swalot,Pokémon Bolsa Veneno,Generacion 3,veneno,,1,100,73,83,73,83,55,467,1.7,80.0,163,Lodo Líquido,Viscosidad,Gula,morado,brazos,pradera,fast-then-very-slow,indeterminado,Falso,Falso,Falso,75,70,20,4,Se traga cualquier cosa de una pieza. Sus poros segregan fluidos tóxicos que dañan a sus enemigos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,Falso,27.7,0.88,156,156,201,266,50% Macho / 50% Hembra,Promedio (400-499)
318,Carvanha,Pokémon Feroz,Generacion 3,agua,siniestro,2,45,90,20,65,20,65,305,0.8,20.8,61,Piel Tosca,,Impulso,rojo,pez,mar,lento,agua2,Falso,Falso,Falso,225,35,20,4,Atacan en grupo a los barcos y los hunden a base de bocados. Habitan en los ríos de la jungla.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,Verdadero,32.5,4.5,110,85,220,85,50% Macho / 50% Hembra,Debajo del promedio (300-399)
319,Sharpedo,Pokémon Voraz,Generacion 3,agua,siniestro,2,70,120,40,95,40,95,460,1.8,88.8,161,Piel Tosca,,Impulso,azul,pez,mar,lento,agua2,Falso,Falso,Falso,60,35,20,4,Con sus colmillos puede atravesar el acero. Nada a 120 km/h. Le llaman el Terror de los Mares.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,Verdadero,27.4,3.0,160,135,310,150,50% Macho / 50% Hembra,Promedio (400-499)
320,Wailmer,Pokémon Ballenabola,Generacion 3,agua,,1,130,70,35,70,35,60,400,2.0,130.0,80,Velo Agua,Despiste,Presión,azul,pez,mar,fast-then-very-slow,"tierra, agua2",Falso,Falso,Falso,125,70,40,4,"Le gusta botar como una pelota de playa. Cuanta más agua de mar traga, más alto puede llegar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,Falso,32.5,2.0,105,105,200,200,50% Macho / 50% Hembra,Promedio (400-499)
321,Wailord,Pokémon Ballenaflot,Generacion 3,agua,,1,170,90,45,90,45,60,500,14.5,398.0,175,Velo Agua,Despiste,Presión,azul,pez,mar,fast-then-very-slow,"tierra, agua2",Falso,Falso,Falso,60,70,40,4,Puede dejar fuera de combate a sus oponentes con el impacto de su enorme cuerpo al caer en el agua tras un salto.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,Falso,1.9,2.0,135,135,240,260,50% Macho / 50% Hembra,Fuerte (500-599)
322,Numel,Pokémon Torpe,Generacion 3,fuego,tierra,2,60,60,40,65,45,35,305,0.7,24.0,61,Despiste,Simple,Ritmo Propio,amarillo,cuadrupedo,montana,medio,tierra,Falso,Falso,Falso,255,70,20,4,En su joroba almacena magma ardiente que se enfría cuando llueve y lo ralentiza.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,Verdadero,49.0,1.5,100,110,160,145,50% Macho / 50% Hembra,Debajo del promedio (300-399)
323,Camerupt,Pokémon Erupción,Generacion 3,fuego,tierra,2,70,100,70,105,75,40,460,1.9,220.0,161,Escudo Magma,Roca Sólida,Irascible,rojo,cuadrupedo,montana,medio,tierra,Falso,Falso,Falso,150,70,20,4,Los volcanes de su joroba entran en erupción cada 10 años o cuando Camerupt se enfada mucho.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,Verdadero,60.9,1.43,170,180,245,215,50% Macho / 50% Hembra,Promedio (400-499)
324,Torkoal,Pokémon Carbón,Generacion 3,fuego,,1,70,85,140,85,70,20,470,0.5,80.4,165,Humo Blanco,Sequía,Caparazón,marron,cuadrupedo,montana,medio,tierra,Falso,Falso,Falso,90,70,20,4,Trabaja sin descanso en minas en desuso localizando y extrayendo carbón.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,Falso,321.6,0.61,225,155,190,280,50% Macho / 50% Hembra,Promedio (400-499)
325,Spoink,Pokémon Saltarín,Generacion 3,psiquico,,1,60,25,35,70,80,60,330,0.7,30.6,66,Sebo,Ritmo Propio,Gula,negro,brazos,montana,rapido,tierra,Falso,Falso,Falso,255,70,20,4,Bota continuamente usando su cola como muelle. Salta para mantener el latido de su corazón.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,Falso,62.4,0.71,60,150,155,175,50% Macho / 50% Hembra,Debajo del promedio (300-399)
326,Grumpig,Pokémon Manipulador,Generacion 3,psiquico,,1,80,45,65,90,110,80,470,0.9,71.5,165,Sebo,Ritmo Propio,Gula,morado,erguido,montana,rapido,tierra,Falso,Falso,Falso,60,70,20,4,Las perlas negras aumentan sus poderes psíquicos. Controla las mentes de sus rivales con un extraño baile.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,Falso,88.3,0.69,110,200,215,255,50% Macho / 50% Hembra,Promedio (400-499)
327,Spinda,Pokémon Panda Topos,Generacion 3,normal,,1,60,60,60,60,60,60,360,1.1,5.0,126,Ritmo Propio,Tumbos,Respondón,marron,erguido,montana,rapido,"tierra, humanoide",Falso,Falso,Falso,255,70,15,4,No hay dos Spinda que tengan idénticos pelajes. Su tambaleo al bailar confunde a los rivales.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,Falso,4.1,1.0,120,120,180,180,50% Macho / 50% Hembra,Debajo del promedio (300-399)
328,Trapinch,Pokémon Hormiga León,Generacion 3,tierra,,1,45,100,45,45,45,10,290,0.7,15.0,58,Corte Fuerte,Trampa Arena,Potencia Bruta,marron,armadura,terreno_aspero,medio_lento,"bicho, dragon",Falso,Falso,Falso,255,70,20,4,"Habita desiertos áridos. Cava fosas profundas, en las que espera que caiga su presa.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,Falso,30.6,2.22,145,90,155,135,50% Macho / 50% Hembra,Debil (<300)
329,Vibrava,Pokémon Vibrante,Generacion 3,tierra,dragon,2,50,70,50,50,50,70,340,1.1,15.3,119,Levitación,,,verde,alas_insecto,terreno_aspero,medio_lento,"bicho, dragon",Falso,Falso,Falso,120,70,20,4,"Al agitar a gran velocidad ambas alas, emite ondas ultrasónicas que provocan fuertes dolores de cabeza.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,Verdadero,12.6,1.4,120,100,190,150,50% Macho / 50% Hembra,Debajo del promedio (300-399)
330,Flygon,Pokémon Místico,Generacion 3,tierra,dragon,2,80,100,80,80,80,100,520,2.0,82.0,234,Levitación,,,verde,alas,terreno_aspero,medio_lento,"bicho, dragon",Falso,Falso,Falso,45,70,20,4,"Su medio es el desierto. Para esconderse, levanta arena con las patas. Tiene los ojos protegidos con mallas rojas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,Verdadero,20.5,1.25,180,160,280,240,50% Macho / 50% Hembra,Fuerte (500-599)
331,Cacnea,Pokémon Cactus,Generacion 3,planta,,1,50,85,40,85,40,35,335,0.4,51.3,67,Velo Arena,,Absorbe Agua,verde,humanoide,terreno_aspero,medio_lento,"planta, humanoide",Falso,Falso,Falso,190,35,20,4,"Vive en regiones secas y con pocas lluvias. Una vez al año, le brota una flor amarilla.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,Falso,320.6,2.12,125,125,205,130,50% Macho / 50% Hembra,Debajo del promedio (300-399)
332,Cacturne,Pokémon Espantajo,Generacion 3,planta,siniestro,2,70,115,60,115,60,55,475,1.3,77.4,166,Velo Arena,,Absorbe Agua,verde,humanoide,terreno_aspero,medio_lento,"planta, humanoide",Falso,Falso,Falso,60,35,20,4,Es un Pokémon nocturno. Busca presas agotadas por el calor diurno del desierto.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,Verdadero,45.8,1.92,175,175,285,190,50% Macho / 50% Hembra,Promedio (400-499)
333,Swablu,Pokémon Ave Algodón,Generacion 3,normal,volador,2,45,40,60,40,75,50,310,0.4,1.2,62,Cura Natural,,Aclimatación,azul,alas,bosque,slow-then-very-fast,"volador, dragon",Falso,Falso,Falso,255,70,20,4,"Se desconoce el porqué, pero le encanta posarse sobre la cabeza de los humanos y fingir que es un gorro.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,Verdadero,7.5,0.67,100,115,130,180,50% Macho / 50% Hembra,Debajo del promedio (300-399)
334,Altaria,Pokémon Cantor,Generacion 3,dragon,volador,2,75,70,90,70,105,80,490,1.1,20.6,172,Cura Natural,,Aclimatación,azul,alas,bosque,slow-then-very-fast,"volador, dragon",Falso,Falso,Falso,45,70,20,4,Vuela pausadamente por el cielo azul. Su hermoso trino cautiva a todo aquel que lo escucha.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,Verdadero,17.0,0.78,160,175,220,270,50% Macho / 50% Hembra,Promedio (400-499)
335,Zangoose,Pokémon Gato Hurón,Generacion 3,normal,,1,73,115,60,60,60,90,458,1.3,40.3,160,Inmunidad,,Ímpetu Tóxico,blanco,erguido,pradera,slow-then-very-fast,tierra,Falso,Falso,Falso,90,70,20,4,Hace muchos años que se enfrenta a Seviper. Su arma más eficaz son sus zarpas afiladas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,Falso,23.8,1.92,175,120,265,193,50% Macho / 50% Hembra,Promedio (400-499)
336,Seviper,Pokémon Colmillos,Generacion 3,veneno,,1,73,100,60,100,60,65,458,2.7,52.5,160,Mudar,,Allanamiento,negro,serpentino,pradera,fast-then-very-slow,"tierra, dragon",Falso,Falso,Falso,90,70,20,4,"Hace frente a Zangoose con su agilidad y su afilada cola, que está cargada con un veneno letal.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,Falso,7.2,1.67,160,160,265,193,50% Macho / 50% Hembra,Promedio (400-499)
337,Lunatone,Pokémon Meteorito,Generacion 3,roca,psiquico,2,90,55,65,95,85,70,460,1.0,168.0,161,Levitación,,,amarillo,bola,cueva,rapido,mineral,Falso,Falso,Falso,45,70,25,-1,"Se piensa que está muy influido por las fases lunares, ya que solo actúa en noches de luna llena.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,Verdadero,168.0,0.85,120,180,220,240,Sin genero,Promedio (400-499)
338,Solrock,Pokémon Meteorito,Generacion 3,roca,psiquico,2,90,95,85,55,65,70,460,1.2,154.0,161,Levitación,,,rojo,bola,cueva,rapido,mineral,Falso,Falso,Falso,45,70,25,-1,"Usa el sol como fuente de energía, por lo que es más poderoso de día. Brilla al rotar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,Verdadero,106.9,1.12,180,120,220,240,Sin genero,Promedio (400-499)
339,Barboach,Pokémon Bigotudo,Generacion 3,agua,tierra,2,50,48,43,46,41,60,288,0.4,1.9,58,Despiste,Anticipación,Hidratación,gris,pez,orilla_agua,medio,agua2,Falso,Falso,Falso,190,70,20,4,Recubre su cuerpo de una película viscosa que le permite escapar si alguien lo agarra.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,Verdadero,11.9,1.12,91,87,154,134,50% Macho / 50% Hembra,Debil (<300)
340,Whiscash,Pokémon Bigotudo,Generacion 3,agua,tierra,2,110,78,73,76,71,60,468,0.9,23.6,164,Despiste,Anticipación,Hidratación,azul,pez,orilla_agua,medio,agua2,Falso,Falso,Falso,75,70,20,4,"Habita en grandes pantanos. Si se acerca un enemigo, se alborota y causa temblores monumentales.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,Verdadero,29.1,1.07,151,147,214,254,50% Macho / 50% Hembra,Promedio (400-499)
341,Corphish,Pokémon Rufián,Generacion 3,agua,,1,43,80,65,50,35,35,308,0.6,11.5,62,Corte Fuerte,Caparazón,Adaptable,rojo,armadura,orilla_agua,fast-then-very-slow,"agua1, agua3",Falso,Falso,Falso,205,70,15,4,"Por sucio o contaminado que esté el río, se adaptan rápido y se multiplican. Poseen una gran fuerza vital.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,Falso,31.9,1.23,145,85,165,143,50% Macho / 50% Hembra,Debajo del promedio (300-399)
342,Crawdaunt,Pokémon Granuja,Generacion 3,agua,siniestro,2,63,120,85,90,55,55,468,1.1,32.8,164,Corte Fuerte,Caparazón,Adaptable,rojo,armadura,orilla_agua,fast-then-very-slow,"agua1, agua3",Falso,Falso,Falso,155,70,15,4,Este malandrín usa sus pinzas para atosigar y expulsar a los otros Pokémon que viven en su estanque.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,Verdadero,27.1,1.41,205,145,265,203,50% Macho / 50% Hembra,Promedio (400-499)
343,Baltoy,Pokémon Muñeca Barro,Generacion 3,tierra,psiquico,2,40,40,55,40,70,55,300,0.5,21.5,60,Levitación,,,marron,brazos,terreno_aspero,medio,mineral,Falso,Falso,Falso,255,70,20,-1,Se mueve girando sobre su eje. También se le puede ver girando cabeza abajo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,Verdadero,86.0,0.73,95,110,135,165,Sin genero,Debajo del promedio (300-399)
344,Claydol,Pokémon Muñeca Barro,Generacion 3,tierra,psiquico,2,60,70,105,70,120,75,500,1.5,108.0,175,Levitación,,,negro,brazos,terreno_aspero,medio,mineral,Falso,Falso,Falso,90,70,20,-1,Este Pokémon es una vieja figurilla de barro que cobró vida mediante la exposición a extraños rayos de luz.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,Verdadero,48.0,0.67,175,190,215,285,Sin genero,Fuerte (500-599)
